ID,Type,Criticality,Source,AssetValue,CVE,CVSS,History,HistoryNote,MITRE_Code,MITRE_Name,Timestamp,Recommendations
432,Phishing,Low,Workstation-08,4,None,0.0,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-11-19 15:41:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
433,Phishing,Critical,DatabaseServer-04,9,CVE-2024-20656,7.8,False,First occurrence,T1566,Phishing,2024-11-09 08:26:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
434,Ransomware,High,Workstation-08,4,CVE-2024-26169,7.0,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-05 08:03:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
435,BruteForce,Critical,Workstation-07,4,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-04 23:18:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
436,Ransomware,Critical,Workstation-07,4,CVE-2024-37085,7.2,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-28 11:18:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
437,BruteForce,High,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-29 10:16:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
438,BruteForce,Low,Workstation-08,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-20 06:02:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
439,BruteForce,High,FileServer-02,8,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-30 23:42:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
440,Ransomware,Medium,Workstation-07,4,None,0.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-17 18:52:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
441,Phishing,High,Workstation-07,4,None,0.0,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-11-04 14:25:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
442,Ransomware,High,Workstation-08,4,None,0.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-30 03:39:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
443,Phishing,High,Workstation-07,4,CVE-2023-36884,8.8,False,First occurrence,T1566,Phishing,2024-11-10 06:51:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
444,Malware,Critical,DomainController-01,10,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-07 13:53:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
445,BruteForce,Critical,DomainController-01,10,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-15 03:54:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
446,BruteForce,High,DomainController-01,10,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-06 01:26:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
447,Ransomware,Critical,DomainController-01,10,CVE-2024-40711,9.8,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-13 10:55:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
448,BruteForce,High,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-27 05:30:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
449,BruteForce,Medium,Workstation-08,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-15 09:44:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
450,DataExfiltration,Critical,WebServer-03,7,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-14 04:19:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
451,BruteForce,Critical,DomainController-01,10,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-20 03:49:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
452,BruteForce,High,AppServer-06,6,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-10 06:58:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
453,DataExfiltration,High,Workstation-08,4,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-08 00:04:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
454,BruteForce,High,DatabaseServer-04,9,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-09 11:56:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
455,DataExfiltration,High,FileServer-02,8,CVE-2024-21338,7.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-09 17:17:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
456,BruteForce,High,AppServer-06,6,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-22 02:38:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
457,Phishing,High,Workstation-07,4,None,0.0,False,First occurrence,T1566,Phishing,2024-11-12 06:47:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
458,Malware,Critical,DomainController-01,10,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-10 09:54:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
459,Malware,Critical,FileServer-02,8,CVE-2024-38112,8.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-30 08:00:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
460,Malware,High,DatabaseServer-04,9,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-27 04:51:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
461,Ransomware,High,WebServer-03,7,None,0.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-20 20:16:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
462,BruteForce,High,Workstation-08,4,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-23 01:42:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
463,DataExfiltration,High,Workstation-08,4,None,0.0,False,No prior exfiltration events,T1041,Exfiltration Over C2 Channel,2024-11-05 20:30:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
464,Phishing,Medium,Workstation-08,4,None,0.0,True,Similar phishing attempt observed yesterday,T1566,Phishing,2024-11-29 01:19:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
465,BruteForce,High,FileServer-02,8,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-26 20:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
466,Ransomware,High,DomainController-01,10,None,0.0,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-19 02:25:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
467,Malware,High,FileServer-02,8,CVE-2024-38112,8.8,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-24 01:40:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
468,Phishing,High,MailServer-05,7,None,0.0,False,First occurrence,T1566,Phishing,2024-11-29 07:56:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
469,BruteForce,High,Workstation-07,4,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-25 02:48:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
470,Phishing,Critical,MailServer-05,7,CVE-2024-20656,7.8,False,First occurrence,T1566,Phishing,2024-11-14 08:26:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
471,BruteForce,Critical,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-21 07:03:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
472,Ransomware,High,DomainController-01,10,None,0.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-30 07:24:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
473,BruteForce,High,DatabaseServer-04,9,CVE-2024-38077,9.8,False,Isolated failed login,T1110,Brute Force,2024-11-25 13:57:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
474,BruteForce,High,MailServer-05,7,CVE-2024-38077,9.8,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-28 04:11:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
475,Malware,Critical,Workstation-07,4,CVE-2024-38112,8.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-25 20:48:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
476,DataExfiltration,Critical,DomainController-01,10,CVE-2024-30103,8.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-18 11:27:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
477,BruteForce,Critical,DomainController-01,10,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-01 20:57:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
478,DataExfiltration,High,FileServer-02,8,CVE-2024-21338,7.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-11 20:14:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
479,BruteForce,Critical,DatabaseServer-04,9,CVE-2024-49563,7.3,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 09:04:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
480,BruteForce,High,WebServer-03,7,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-15 15:27:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
481,Phishing,High,MailServer-05,7,None,0.0,False,First occurrence,T1566,Phishing,2024-11-18 11:01:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
482,DataExfiltration,High,DatabaseServer-04,9,CVE-2024-30103,8.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-08 11:07:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
483,Ransomware,High,DomainController-01,10,None,0.0,False,No prior ransomware history,T1486,Data Encrypted for Impact,2024-11-24 01:39:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
484,Phishing,Medium,Workstation-07,4,None,0.0,False,First occurrence,T1566,Phishing,2024-11-06 04:26:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
485,Malware,High,WebServer-03,7,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-30 12:40:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
486,BruteForce,Medium,Workstation-08,4,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-12-01 03:08:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
487,Phishing,Critical,Workstation-08,4,None,0.0,False,First occurrence,T1566,Phishing,2024-11-05 18:31:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
488,Malware,High,WebServer-03,7,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-18 17:18:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
489,BruteForce,High,FileServer-02,8,None,0.0,False,Isolated failed login,T1110,Brute Force,2024-11-29 21:05:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
490,DataExfiltration,High,Workstation-07,4,CVE-2024-30103,8.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-04 10:46:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
491,Phishing,High,FileServer-02,8,None,0.0,False,First occurrence,T1566,Phishing,2024-11-21 01:03:00,1. Block sender domain at mail gateway | 2. Notify impacted users | 3. Search mailboxes for similar messages | 4. Reset credentials if link was clicked
492,Malware,Medium,Workstation-08,4,None,0.0,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-14 14:27:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
493,Malware,High,DomainController-01,10,CVE-2024-21412,9.8,True,Similar incident 2 months ago on same subnet,T1059,Command and Scripting Interpreter,2024-11-08 12:21:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
494,BruteForce,Critical,WebServer-03,7,CVE-2024-49563,7.3,False,Isolated failed login,T1110,Brute Force,2024-11-06 02:25:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
495,BruteForce,High,AppServer-06,6,None,0.0,True,Repeated failed logins from same IP over 48h,T1110,Brute Force,2024-11-08 08:07:00,1. Enable account lockout immediately | 2. Block source IP | 3. Enforce MFA | 4. Review VPN/RDP logs for past 24h
496,DataExfiltration,High,DatabaseServer-04,9,CVE-2024-21338,7.8,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-25 12:43:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
497,Ransomware,Critical,MailServer-05,7,None,0.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-06 19:30:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
498,Malware,Critical,AppServer-06,6,None,0.0,False,No prior incidents,T1059,Command and Scripting Interpreter,2024-11-14 15:00:00,1. Isolate the affected endpoint | 2. Run EDR scan and memory dump | 3. Check SIEM for lateral movement | 4. Review process execution logs (T1059)
499,Ransomware,High,FileServer-02,8,CVE-2024-26169,7.0,True,Ransomware family previously seen in sector,T1486,Data Encrypted for Impact,2024-11-27 15:06:00,1. Disconnect host from network IMMEDIATELY | 2. Snapshot VMs before shutdown | 3. Activate IR playbook | 4. Preserve forensic evidence
500,DataExfiltration,High,Workstation-07,4,None,0.0,True,Unusual outbound traffic spike last week,T1041,Exfiltration Over C2 Channel,2024-11-07 14:53:00,1. Block destination IP at perimeter | 2. Capture full network traffic | 3. Identify scope of exfiltrated data | 4. Engage legal team
